id,cv_id,jd_id,cv_text,jd_text,label,job_category
1510,CV_1510,JD_415,"Senior Data Analyst with 6+ years of experience. Proficient in Data Visualization, Statistics, SQL. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 7+ years experience in Python, Tableau, Excel, Power BI. Bachelor's degree required.",1,Data Analyst
1003,CV_1003,JD_060,"Senior Frontend Developer with 4+ years of experience. Proficient in HTML5, React, Angular, CSS3, TypeScript. Strong problem-solving and communication skills.","We are hiring Senior Frontend Developer. Requirements: 7+ years experience in Angular, HTML5, JavaScript, TypeScript. Bachelor's degree required.",1,Frontend Developer
1701,CV_1701,JD_285,"Junior QA Engineer with 3+ years of experience. Proficient in Data Structures, System Design, Algorithms, Python, Git. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 5+ years experience in Algorithms, Git, Data Structures, System Design. Bachelor's degree required.",0,QA Engineer
493,CV_0493,JD_216,"Junior Backend Developer with 5+ years of experience. Proficient in SQL, Node.js, REST APIs. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 2+ years experience in Java, Node.js, SQL. Bachelor's degree required.",1,Backend Developer
444,CV_0444,JD_466,"Senior Machine Learning Engineer with 7+ years of experience. Proficient in Git, Python, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Frontend Developer. Requirements: 4+ years experience in HTML5, React, Angular. Bachelor's degree required.",0,Machine Learning Engineer
554,CV_0554,JD_420,"Mid-level Security Engineer with 2+ years of experience. Proficient in Java, Algorithms, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 3+ years experience in Java, Python, Data Structures. Bachelor's degree required.",0,Security Engineer
1645,CV_1645,JD_102,"Mid-level System Administrator with 4+ years of experience. Proficient in Algorithms, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level System Administrator. Requirements: 3+ years experience in Agile, Algorithms, Git, Python. Bachelor's degree required.",1,System Administrator
1405,CV_1405,JD_179,"Junior System Administrator with 2+ years of experience. Proficient in Python, System Design, Git, Java. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 6+ years experience in Python, Statistics, Power BI. Bachelor's degree required.",0,System Administrator
2338,CV_2338,JD_435,"Junior Mobile Developer with 9+ years of experience. Proficient in Git, Python, Java. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 6+ years experience in Django, Microservices, Spring Boot. Bachelor's degree required.",0,Mobile Developer
227,CV_0227,JD_335,"Mid-level DevOps Engineer with 5+ years of experience. Proficient in Linux, Jenkins, Docker, AWS, CI/CD. Strong problem-solving and communication skills.","We are hiring Mid-level DevOps Engineer. Requirements: 6+ years experience in Jenkins, AWS, Kubernetes, Linux, Terraform. Bachelor's degree required.",1,DevOps Engineer
1675,CV_1675,JD_198,"Junior Business Analyst with 7+ years of experience. Proficient in Algorithms, Python, System Design, Agile, Java. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 6+ years experience in System Design, Git, Python. Bachelor's degree required.",0,Business Analyst
1852,CV_1852,JD_115,"Mid-level Cloud Architect with 8+ years of experience. Proficient in Python, Agile, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Cloud Architect. Requirements: 5+ years experience in Java, Git, Data Structures, Python, Agile. Bachelor's degree required.",1,Cloud Architect
55,CV_0055,JD_150,"Senior System Administrator with 7+ years of experience. Proficient in Python, Algorithms, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 6+ years experience in Python, Git, Java. Bachelor's degree required.",1,System Administrator
1792,CV_1792,JD_432,"Senior Project Manager with 6+ years of experience. Proficient in Data Structures, Java, Python, Git, Agile. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 5+ years experience in Git, Agile, Java, System Design. Bachelor's degree required.",1,Project Manager
2245,CV_2245,JD_002,"Senior Data Scientist with 7+ years of experience. Proficient in Data Visualization, R, SQL, Machine Learning, TensorFlow. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 3+ years experience in SQL, PyTorch, TensorFlow. Bachelor's degree required.",1,Data Scientist
1881,CV_1881,JD_009,"Senior QA Engineer with 8+ years of experience. Proficient in Java, System Design, Python, Git. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 5+ years experience in System Design, Algorithms, Git, Agile, Python. Bachelor's degree required.",0,QA Engineer
2288,CV_2288,JD_484,"Senior DevOps Engineer with 5+ years of experience. Proficient in Git, Kubernetes, AWS, CI/CD. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 5+ years experience in Git, Algorithms, Python, Data Structures. Bachelor's degree required.",0,DevOps Engineer
744,CV_0744,JD_398,"Senior Backend Developer with 6+ years of experience. Proficient in Spring Boot, REST APIs, Node.js, Python, Microservices. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 5+ years experience in Git, Java, Algorithms, System Design, Agile. Bachelor's degree required.",0,Backend Developer
1735,CV_1735,JD_364,"Senior Frontend Developer with 9+ years of experience. Proficient in JavaScript, React, Vue.js. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 4+ years experience in Python, Algorithms, Data Structures, Java. Bachelor's degree required.",0,Frontend Developer
1833,CV_1833,JD_126,"Senior Security Engineer with 5+ years of experience. Proficient in Agile, Java, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 5+ years experience in Data Structures, Python, Agile. Bachelor's degree required.",0,Security Engineer
665,CV_0665,JD_130,"Junior Frontend Developer with 8+ years of experience. Proficient in CSS3, TypeScript, React. Strong problem-solving and communication skills.","We are hiring Junior Frontend Developer. Requirements: 7+ years experience in JavaScript, Angular, HTML5. Bachelor's degree required.",1,Frontend Developer
1650,CV_1650,JD_121,"Junior Cloud Architect with 5+ years of experience. Proficient in System Design, Python, Git, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Junior Cloud Architect. Requirements: 3+ years experience in Git, Java, Agile, System Design, Data Structures. Bachelor's degree required.",1,Cloud Architect
254,CV_0254,JD_102,"Senior DevOps Engineer with 8+ years of experience. Proficient in Git, Jenkins, Terraform, Linux. Strong problem-solving and communication skills.","We are hiring Senior DevOps Engineer. Requirements: 7+ years experience in Linux, AWS, CI/CD, Terraform, Kubernetes. Bachelor's degree required.",1,DevOps Engineer
410,CV_0410,JD_279,"Senior System Administrator with 3+ years of experience. Proficient in Git, Algorithms, Agile. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 2+ years experience in Python, Git, Agile. Bachelor's degree required.",0,System Administrator
2087,CV_2087,JD_358,"Mid-level Data Engineer with 2+ years of experience. Proficient in Java, Data Structures, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Data Engineer. Requirements: 5+ years experience in Algorithms, System Design, Java, Git. Bachelor's degree required.",1,Data Engineer
2291,CV_2291,JD_449,"Senior Software Engineer with 6+ years of experience. Proficient in Algorithms, Data Structures, System Design, Java, Python. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 4+ years experience in Agile, Java, System Design. Bachelor's degree required.",1,Software Engineer
329,CV_0329,JD_185,"Junior Fullstack Developer with 9+ years of experience. Proficient in Java, Data Structures, Algorithms, Git, Python. Strong problem-solving and communication skills.","We are hiring Junior Fullstack Developer. Requirements: 4+ years experience in Python, Agile, Git, Data Structures, System Design. Bachelor's degree required.",1,Fullstack Developer
887,CV_0887,JD_184,"Senior Backend Developer with 9+ years of experience. Proficient in Spring Boot, SQL, Java. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 7+ years experience in Data Structures, System Design, Java, Git, Agile. Bachelor's degree required.",0,Backend Developer
1649,CV_1649,JD_316,"Mid-level Software Engineer with 5+ years of experience. Proficient in Algorithms, Agile, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Machine Learning Engineer. Requirements: 5+ years experience in Algorithms, Agile, Data Structures, Git. Bachelor's degree required.",0,Software Engineer
1688,CV_1688,JD_329,"Mid-level Frontend Developer with 4+ years of experience. Proficient in TypeScript, JavaScript, Angular, Vue.js, React. Strong problem-solving and communication skills.","We are hiring Mid-level Frontend Developer. Requirements: 7+ years experience in CSS3, JavaScript, Vue.js. Bachelor's degree required.",1,Frontend Developer
1314,CV_1314,JD_277,"Mid-level Data Scientist with 6+ years of experience. Proficient in Data Visualization, TensorFlow, Machine Learning, PyTorch, Statistics. Strong problem-solving and communication skills.","We are hiring Mid-level Data Scientist. Requirements: 5+ years experience in Data Visualization, PyTorch, TensorFlow. Bachelor's degree required.",1,Data Scientist
